FILENAME,DISEASE,RIDGE STRENGTH,SPOT COUNT,THICKNESS RATION
Onychogryphosis\Screenshot 2025-10-25 210756.png,Onychogryphosis,506.9171873733862,3,2.027027027027027
Onychogryphosis\Screenshot 2025-10-25 210807.png,Onychogryphosis,431.3285467931186,11,0.9333333333333333
Onychogryphosis\Screenshot 2025-10-25 210820.png,Onychogryphosis,845.293115538812,5,1.0364963503649636
Onychogryphosis\Screenshot 2025-10-25 210908.png,Onychogryphosis,750.8831776636559,2,0.8333333333333334
Onychogryphosis\Screenshot 2025-10-25 210929.png,Onychogryphosis,689.1734348555622,16,1.2818181818181817
Onychogryphosis\Screenshot 2025-10-25 211036.png,Onychogryphosis,693.8042801597037,2,1.0
Onychogryphosis\Screenshot 2025-10-25 211103.png,Onychogryphosis,555.9120284931387,21,0.7476635514018691
Onychogryphosis\Screenshot 2025-10-25 211109.png,Onychogryphosis,531.4540435420157,4,1.3043478260869565
Onychogryphosis\Screenshot 2025-10-25 211117.png,Onychogryphosis,708.4248047906547,11,1.140495867768595
Onychogryphosis\Screenshot 2025-10-25 211213.png,Onychogryphosis,418.83828507356014,7,0.72
Onychogryphosis\Screenshot 2025-10-25 211222.png,Onychogryphosis,639.6821195003852,11,1.0
Onychogryphosis\Screenshot 2025-10-25 211237.png,Onychogryphosis,625.039107828086,4,0.9609375
Onychogryphosis\Screenshot 2025-10-25 211247.png,Onychogryphosis,948.0195421535852,3,1.0763358778625953
Onychogryphosis\Screenshot 2025-10-25 211259.png,Onychogryphosis,770.729593071402,10,3.1914893617021276
Onychogryphosis\Screenshot 2025-10-25 211330.png,Onychogryphosis,616.2323731478273,3,0.9533333333333334
Onychogryphosis\Screenshot 2025-10-25 211341.png,Onychogryphosis,597.5698083032794,5,0.9548872180451128
Onychogryphosis\Screenshot 2025-10-25 211352.png,Onychogryphosis,504.21885966855984,3,1.125
Onychogryphosis\Screenshot 2025-10-25 211411.png,Onychogryphosis,624.8861072695097,5,1.0
Onychogryphosis\Screenshot 2025-10-25 211453.png,Onychogryphosis,569.7214104405208,4,1.0273972602739727
Onychogryphosis\Screenshot 2025-10-25 211512.png,Onychogryphosis,442.74422714501554,4,1.0
Onychogryphosis\Screenshot 2025-10-25 211538.png,Onychogryphosis,814.1502551713967,1,0.9932885906040269
Onychogryphosis\Screenshot 2025-10-25 211545.png,Onychogryphosis,698.877708071849,6,1.3440860215053763
Onychogryphosis\Screenshot 2025-10-25 211554.png,Onychogryphosis,760.1631736481431,13,1.7045454545454546
Onychomycosis\distal-subungual-onychomycosis-11_jpg.rf.d48e4e34250b62a15fba2fdbe113410c.jpg,Onychomycosis,485.73967362233964,1,1.0
Onychomycosis\distal-subungual-onychomycosis-11_jpg.rf.f332a33fd67086b54741c18eb8d7b3af.jpg,Onychomycosis,440.0169535761468,1,1.0
Onychomycosis\distal-subungual-onychomycosis-12_jpg.rf.3d8ce7f1145b47ebfa23ed1bc956c212.jpg,Onychomycosis,451.8420951450507,1,0.9133333333333333
Onychomycosis\distal-subungual-onychomycosis-12_jpg.rf.6da02f8f81e3b713875e9ee48d21c4b7.jpg,Onychomycosis,437.0526246528972,1,0.92
Onychomycosis\distal-subungual-onychomycosis-12_jpg.rf.c44f96862ac96373afc6e0bd869aaa5f.jpg,Onychomycosis,428.78674691294316,1,0.9133333333333333
Onychomycosis\distal-subungual-onychomycosis-13_jpg.rf.673bffdd1960d330959ff5aa85183dc7.jpg,Onychomycosis,515.2128930337411,1,1.0522388059701493
Onychomycosis\distal-subungual-onychomycosis-13_jpg.rf.b777691fb17b8cbe038264ea89dbff3c.jpg,Onychomycosis,493.9167639688709,1,1.044776119402985
Onychomycosis\distal-subungual-onychomycosis-14_jpg.rf.0c11843ea830cc8b6384ee3b0164a655.jpg,Onychomycosis,534.9301560251369,1,1.1194029850746268
Onychomycosis\distal-subungual-onychomycosis-14_jpg.rf.b5dc4d33071f8c2fae02a4e73b5254b6.jpg,Onychomycosis,560.9873961579254,1,1.1194029850746268
Onychomycosis\distal-subungual-onychomycosis-15_jpg.rf.0d66c437c8469823211d6f918dc5d870.jpg,Onychomycosis,443.3025871000757,1,1.0869565217391304
Onychomycosis\distal-subungual-onychomycosis-15_jpg.rf.dd6ae69d23365ef7f654bdb0184e9e80.jpg,Onychomycosis,420.17264602969374,1,1.0869565217391304
Onychomycosis\distal-subungual-onychomycosis-16_jpg.rf.78114f42bb15ea91ccf06c83ec77835a.jpg,Onychomycosis,507.7253038237787,2,1.1111111111111112
Onychomycosis\distal-subungual-onychomycosis-16_jpg.rf.9b2012f059b1582941bb1730294e2c5b.jpg,Onychomycosis,478.9223797299501,2,1.1194029850746268
Onychomycosis\distal-subungual-onychomycosis-17_jpg.rf.4b7308be859933c7a043772cd24ad12e.jpg,Onychomycosis,455.186064195509,2,1.271186440677966
Onychomycosis\distal-subungual-onychomycosis-17_jpg.rf.7f2c60b033964c38beed51a1387b9dac.jpg,Onychomycosis,437.2151838587459,2,1.271186440677966
Onychomycosis\distal-subungual-onychomycosis-18_jpg.rf.260426078221e7a2cc7216607564f9fd.jpg,Onychomycosis,574.625872587607,2,1.1538461538461537
Onychomycosis\distal-subungual-onychomycosis-18_jpg.rf.b98695ebf8b4eeab3de0c7b0c5a4b31d.jpg,Onychomycosis,597.5660153734035,1,1.1538461538461537
Onychomycosis\distal-subungual-onychomycosis-18_jpg.rf.c2552787dafcb19638f3952da4f71180.jpg,Onychomycosis,562.5194020772626,1,1.1538461538461537
Onychomycosis\distal-subungual-onychomycosis-19_jpg.rf.66d0b9a85d9661a1e9451bac1dc3b399.jpg,Onychomycosis,545.2441604719436,2,1.1111111111111112
Onychomycosis\distal-subungual-onychomycosis-19_jpg.rf.d46ec1cb00e40b15a00f5d730ea2b69a.jpg,Onychomycosis,513.6022390571676,2,1.1194029850746268
Onychomycosis\distal-subungual-onychomycosis-20_jpg.rf.01c25b11f2d429784e48365b86b39f86.jpg,Onychomycosis,424.24360399564125,1,1.1278195488721805
Onychomycosis\distal-subungual-onychomycosis-20_jpg.rf.6e0ad71ba2a24ca734f28382d72f857c.jpg,Onychomycosis,443.75476618245557,1,1.1278195488721805
Onychomycosis\distal-subungual-onychomycosis-20_jpg.rf.c9e3816957bdbb90142e7df823b1870f.jpg,Onychomycosis,411.4104426701929,1,1.1278195488721805
Onychomycosis\distal-subungual-onychomycosis-21_jpg.rf.0f4bdcbde8d9256b28b6a1e1eddb2141.jpg,Onychomycosis,505.27444531055573,1,1.0638297872340425
Onychomycosis\distal-subungual-onychomycosis-21_jpg.rf.8eee158a22a16d3336a2c3e8199abf7f.jpg,Onychomycosis,556.8861604370662,1,1.0638297872340425
Onychomycosis\distal-subungual-onychomycosis-21_jpg.rf.e7628f7a59d328b9e593d9df90b15a70.jpg,Onychomycosis,523.7544533649526,1,1.0638297872340425
Onychomycosis\distal-subungual-onychomycosis-22_jpg.rf.8f956ec348e79443f5ce078a2851242f.jpg,Onychomycosis,454.93362954395946,1,1.048951048951049
Onychomycosis\distal-subungual-onychomycosis-22_jpg.rf.fc2084ff8aca2fca367ceee1a09e3d13.jpg,Onychomycosis,491.4227685019123,1,1.048951048951049
Onychomycosis\distal-subungual-onychomycosis-23_jpg.rf.d3dd1fdfe57f588a22a7e7d727c880ee.jpg,Onychomycosis,469.37978846981684,1,1.1203007518796992
Onychomycosis\distal-subungual-onychomycosis-23_jpg.rf.d816bf7e2b2e3c0f2e3fd605ecbb8393.jpg,Onychomycosis,444.09848741710516,1,1.112781954887218
Onychomycosis\distal-subungual-onychomycosis-23_jpg.rf.d9cfce6cb2af1b0715166c2f2a8b7f0d.jpg,Onychomycosis,436.2248654129351,1,1.1203007518796992
Onychomycosis\distal-subungual-onychomycosis-24_jpg.rf.1f6564a3c3b760fc94beafb626a150ad.jpg,Onychomycosis,536.8827928378961,2,1.1370967741935485
Onychomycosis\distal-subungual-onychomycosis-24_jpg.rf.4b45e37830a805e7395d781035c17553.jpg,Onychomycosis,467.63791521174136,4,1.153225806451613
Onychomycosis\distal-subungual-onychomycosis-24_jpg.rf.72d46e730ebfac270b2f8b2be9e3e4a9.jpg,Onychomycosis,492.5891319587014,2,1.1612903225806452
Onychomycosis\distal-subungual-onychomycosis-25_jpg.rf.39acff7750ee0b4e01edcd23f72a3e59.jpg,Onychomycosis,649.944267050557,3,1.192
Pitting\10pitting.png,Pitting,601.3956055512591,9,0.8933333333333333
Pitting\11pitting.png,Pitting,489.9295138251225,9,2.830188679245283
Pitting\12pitting.png,Pitting,633.2057993561181,3,0.7622377622377622
Pitting\13pitting.png,Pitting,614.7001809179853,7,0.9230769230769231
Pitting\14pitting.png,Pitting,511.46731380484766,5,1.0714285714285714
Pitting\15pitting.png,Pitting,534.2027449984405,4,0.8857142857142857
Pitting\16pitting.png,Pitting,553.1239462548644,14,1.2605042016806722
Pitting\17pitting.png,Pitting,625.5190747939097,2,1.0
Pitting\18pitting.png,Pitting,560.6513777148139,19,1.1929824561403508
Pitting\19pitting.png,Pitting,698.0144773406512,15,0.9
Pitting\1pitting.png,Pitting,794.4011167855544,10,2.3488372093023258
Pitting\20pitting.png,Pitting,619.4229880722253,20,1.0932203389830508
Pitting\21pitting.png,Pitting,737.8788029414156,10,0.8066666666666666
Pitting\22pitting.png,Pitting,514.2997160550428,2,1.0909090909090908
Pitting\23pitting.png,Pitting,446.4515836064032,3,1.0869565217391304
Pitting\24pitting.png,Pitting,454.5182169866656,2,0.9793103448275862
Pitting\25pitting.png,Pitting,554.1864620523978,8,1.0071942446043165
Pitting\26pitting.png,Pitting,457.8835557032256,5,1.1627906976744187
Pitting\27pitting.png,Pitting,463.94789919930037,11,1.2826086956521738
Pitting\28pitting.png,Pitting,523.9949659864633,3,1.1574803149606299
Pitting\29pitting.png,Pitting,489.90416212806724,1,0.9733333333333334
Pitting\2pitting.png,Pitting,606.0442822380511,1,1.2131147540983607
Pitting\30pitting.png,Pitting,428.19071508766183,3,1.2
Pitting\31pitting.png,Pitting,305.68385714956975,2,1.0135135135135136
Pitting\32pitting.png,Pitting,756.4658434319829,9,1.056338028169014
Pitting\33pitting.png,Pitting,606.07849967533,8,0.84
Pitting\34pitting.png,Pitting,472.6726426239799,20,0.7397260273972602
Pitting\35pitting.png,Pitting,330.75472584021406,10,0.6712328767123288
Pitting\3pitting.png,Pitting,636.3154277574565,7,0.86
Pitting\4pitting.png,Pitting,862.4675168399425,2,1.0
Pitting\5pitting.png,Pitting,408.2933617249003,3,1.171875
Pitting\6pitting.png,Pitting,696.2426331229406,1,0.9666666666666667
Pitting\7pitting.png,Pitting,641.3794125093159,1,0.9133333333333333
Pitting\8pitting.png,Pitting,757.0185542868168,19,1.8987341772151898
Pitting\9pitting.png,Pitting,545.587875144605,7,0.8733333333333333
Psoriasis\Ps_Nails2_550_344_70_http_www-pcds-org-ukeeassetsimgwatermark-gif_0_0_80_r_b_-5_-5__jpg.rf.610445f1dfd52f5a5272d8df751a6a0e.jpg,Psoriasis,1095.5406257213451,39,0.9266666666666666
Psoriasis\Psoriasis_nail_knuck1_jpg.rf.2edfc52a587cfb9c16e055c9e1b4c31c.jpg,Psoriasis,808.0189726001026,2,1.0
Psoriasis\istockphoto-1439441462-612x6122.jpg,Psoriasis,299.41934847665226,4,1.0
Psoriasis\istockphoto-1439441462-612x6123.jpg,Psoriasis,345.05717742783446,3,0.68
Psoriasis\istockphoto-1439441462-612x6124.jpg,Psoriasis,308.4394422981209,1,0.76
Psoriasis\onych-ps__WatermarkedWyJXYXRlcm1hcmtlZCJd.jpg,Psoriasis,422.69235425860336,4,0.8208955223880597
Psoriasis\onych-ps__WatermarkedWyJXYXRlcm1hcmtlZCJd1.jpg,Psoriasis,374.02353996698474,8,0.7107438016528925
Psoriasis\onych-ps__WatermarkedWyJXYXRlcm1hcmtlZCJd2.jpg,Psoriasis,406.94595620944847,8,0.5567010309278351
Psoriasis\onych-ps__WatermarkedWyJXYXRlcm1hcmtlZCJd3.jpg,Psoriasis,406.94595620944847,8,0.5567010309278351
Psoriasis\ps-nails2_jpg.rf.b0604b0902308cd14a0b6b013560cf31c.jpg,Psoriasis,548.5831347093925,3,0.9057971014492754
Psoriasis\ps-nails2_jpg.rf.b0604b0902308cd14a0b6b013560cf3c.jpg,Psoriasis,515.8903153025141,3,0.9158878504672897
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b14.jpg,Psoriasis,615.941062386821,1,0.8888888888888888
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b90714.jpg,Psoriasis,399.0143894368856,1,1.0
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b9d07112.jpg,Psoriasis,686.8083184805141,2,1.135135135135135
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b9d0714.jpg,Psoriasis,603.8590105241334,3,1.1559633027522935
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b9d07141.jpg,Psoriasis,666.229774217687,2,1.034965034965035
Psoriasis\ps-nails_jpg.rf.25edd7a881433cee0e38a4e77b9d071412.jpg,Psoriasis,553.589317348128,1,0.9571428571428572
Psoriasis\psonail_jpg.rf.4d936d8ee1407eefcbcbcf1dea7984b6.jpg,Psoriasis,422.24372831703886,5,1.0
Psoriasis\psonail_jpg.rf.e6bcfcd96264554718296891f30da09b.jpg,Psoriasis,400.0059822391787,5,1.0
Psoriasis\psor21b_jpg.rf.93a79cfbfd82c1ac029f6c618b0c21714.jpg,Psoriasis,831.1878308189089,4,0.8978102189781022
Psoriasis\psor21b_jpg.rf.93a79cfbfd82c1ac029f6c618b0c2174.jpg,Psoriasis,819.7949995065737,2,0.8666666666666667
Psoriasis\psoriasi91_jpg.rf.e0308392d34f02a88fe32d1c107c43a0.jpg,Psoriasis,856.4735698599774,2,1.2434782608695651
Psoriasis\psoriasis_JPG.rf.bce66ea704b362cd15591d3ce17b46b5.jpg,Psoriasis,480.48531104680086,1,1.1428571428571428
Psoriasis\psoriasis_JPG.rf.e89ce1a9eff7e78414a41d8a6bfd907e.jpg,Psoriasis,531.675263226365,1,1.1523809523809523
Psoriasis\psoriasis_nail10_jpg.rf.9f7db1f2fa044f1c608627c70a029474.jpg,Psoriasis,646.3058093586998,3,1.106060606060606
Psoriasis\psoriasis_nail5_jpg.rf.97ebb431a17b36261a64d1593f6c0bc7.jpg,Psoriasis,745.704291663917,1,0.9933333333333333
Psoriasis\psoriasis_nail5_jpg.rf.a3c17d07deef2a4a37e5e950e3f40b7f.jpg,Psoriasis,597.0886588415574,1,0.9933333333333333
Psoriasis\psoriasis_nail6_jpg.rf.1347f2f61ea42cd72788491f20e4b8.jpg,Psoriasis,642.4808635173385,3,0.8571428571428571
Psoriasis\psoriasis_nail6_jpg.rf.1347f2f61ea42cd72788491f2f90e4b8.jpg,Psoriasis,615.5115799571029,2,0.7666666666666667
Psoriasis\psoriasis_nail6_jpg.rf.2b6a396c4f450cdb249ffadcac29b524.jpg,Psoriasis,648.8792623455781,4,0.9305555555555556
Psoriasis\psoriasis_nail7_jpg.rf.e2c6eb4d55bcb571bee2bf6ade8.jpg,Psoriasis,412.36840020345903,5,1.2307692307692308
Psoriasis\psoriasis_nail7_jpg.rf.e2c6eb4d55bcb571bee2bf6adf6e218.jpg,Psoriasis,557.9855002849246,8,0.8425925925925926
Psoriasis\psoriasis_nail7_jpg.rf.e2c6eb4d55bcb571bee2bf6adf6e2187.jpg,Psoriasis,504.31216961319916,5,1.4505494505494505
Psoriasis\psoriasis_nail7_jpg.rf.e2c6eb4d55bcb571bee2bf6adf6e8.jpg,Psoriasis,593.8168693139817,11,1.4285714285714286
Psoriasis\psoriasis_nail_005_jpg.rf.7dac0a087ca0275c3d7492bd3d3d2aed.jpg,Psoriasis,728.1497404698422,6,1.3904761904761904
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.48.38 PM.png,White Nail (Leukonychia),405.6632483067872,8,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.11 PM.png,White Nail (Leukonychia),637.1149646296849,2,0.6928571428571428
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.15 PM.png,White Nail (Leukonychia),521.9821673534955,1,0.7533333333333333
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.21 PM.png,White Nail (Leukonychia),593.404046492911,2,0.8805970149253731
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.25 PM.png,White Nail (Leukonychia),556.0291415833435,5,0.7981651376146789
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.30 PM.png,White Nail (Leukonychia),536.4203917798649,3,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.40 PM.png,White Nail (Leukonychia),392.14395130752746,6,1.1101694915254237
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.54 PM.png,White Nail (Leukonychia),667.9712419445319,1,0.94
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.51.59 PM.png,White Nail (Leukonychia),659.2187835690202,2,0.8985507246376812
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.52.27 PM.png,White Nail (Leukonychia),388.32346903798197,5,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.52.31 PM.png,White Nail (Leukonychia),496.637051766837,5,1.0617283950617284
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.52.35 PM.png,White Nail (Leukonychia),427.54389113817876,4,1.0869565217391304
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.52.56 PM.png,White Nail (Leukonychia),574.0744934774254,2,1.0610687022900764
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.53.33 PM.png,White Nail (Leukonychia),493.0639482052348,1,0.9931972789115646
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.53.37 PM.png,White Nail (Leukonychia),519.668474159577,1,0.9
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.54.20 PM.png,White Nail (Leukonychia),428.9006580421239,14,0.9083333333333333
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.54.23 PM.png,White Nail (Leukonychia),469.5910950943025,2,1.2241379310344827
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.54.36 PM.png,White Nail (Leukonychia),456.01766604958823,3,0.8702290076335878
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.54.40 PM.png,White Nail (Leukonychia),449.38512349955454,2,1.0634920634920635
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.55.02 PM.png,White Nail (Leukonychia),210.89107930074695,8,0.7244897959183674
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.55.05 PM.png,White Nail (Leukonychia),303.6970769439176,5,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.55.32 PM.png,White Nail (Leukonychia),502.96833672411344,8,0.9469026548672567
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.56.03 PM.png,White Nail (Leukonychia),534.2120385894542,9,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.56.10 PM.png,White Nail (Leukonychia),497.23313041444163,2,0.9333333333333333
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.56.13 PM.png,White Nail (Leukonychia),550.7338883783693,2,0.9866666666666667
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.56.22 PM.png,White Nail (Leukonychia),372.78887375738594,4,1.2100840336134453
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.56.45 PM.png,White Nail (Leukonychia),635.341497629697,4,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.57.28 PM.png,White Nail (Leukonychia),486.99543117821617,1,1.0204081632653061
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.00 PM.png,White Nail (Leukonychia),584.1376189134922,6,1.171875
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.06 PM.png,White Nail (Leukonychia),643.1580645300951,3,1.3737373737373737
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.08 PM.png,White Nail (Leukonychia),550.6103695389165,15,0.42
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.25 PM.png,White Nail (Leukonychia),342.0243615793676,1,1.0
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.37 PM.png,White Nail (Leukonychia),510.8798265865595,6,0.8292682926829268
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.53 PM.png,White Nail (Leukonychia),499.4272617431455,3,0.7619047619047619
White Nail (Leukonychia)\Screenshot 2025-10-10 at 3.58.56 PM.png,White Nail (Leukonychia),591.7628016939718,1,0.9533333333333334
Yellow Nail\Screenshot 2025-10-10 at 3.23.25 PM.png,Yellow Nail,391.7742559848536,4,1.0869565217391304
Yellow Nail\Screenshot 2025-10-10 at 3.23.39 PM.png,Yellow Nail,575.5235317190075,3,1.5444444444444445
Yellow Nail\Screenshot 2025-10-10 at 3.23.48 PM.png,Yellow Nail,453.50682568343007,2,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.24.04 PM.png,Yellow Nail,564.0559114433138,22,0.84
Yellow Nail\Screenshot 2025-10-10 at 3.24.10 PM.png,Yellow Nail,434.50038713280287,1,1.0638297872340425
Yellow Nail\Screenshot 2025-10-10 at 3.24.17 PM.png,Yellow Nail,471.69437424744353,1,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.24.25 PM.png,Yellow Nail,491.8040300196463,4,1.0567375886524824
Yellow Nail\Screenshot 2025-10-10 at 3.24.54 PM.png,Yellow Nail,455.32310536169825,2,1.0330578512396693
Yellow Nail\Screenshot 2025-10-10 at 3.25.03 PM.png,Yellow Nail,700.211855162412,3,1.3541666666666667
Yellow Nail\Screenshot 2025-10-10 at 3.25.18 PM.png,Yellow Nail,612.7213860887077,1,1.198019801980198
Yellow Nail\Screenshot 2025-10-10 at 3.25.42 PM.png,Yellow Nail,575.4254056248834,3,0.9830508474576272
Yellow Nail\Screenshot 2025-10-10 at 3.27.10 PM.png,Yellow Nail,541.5868040740966,2,1.056338028169014
Yellow Nail\Screenshot 2025-10-10 at 3.27.15 PM.png,Yellow Nail,421.7413883112965,2,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.27.43 PM.png,Yellow Nail,482.69073209895475,1,1.048951048951049
Yellow Nail\Screenshot 2025-10-10 at 3.27.50 PM.png,Yellow Nail,518.3205803296447,5,0.9788732394366197
Yellow Nail\Screenshot 2025-10-10 at 3.29.24 PM.png,Yellow Nail,491.5248522524461,2,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.30.08 PM.png,Yellow Nail,451.70009331720945,4,1.105263157894737
Yellow Nail\Screenshot 2025-10-10 at 3.31.20 PM.png,Yellow Nail,561.9920970688308,14,0.7978723404255319
Yellow Nail\Screenshot 2025-10-10 at 3.31.25 PM.png,Yellow Nail,617.4850795560669,6,0.84
Yellow Nail\Screenshot 2025-10-10 at 3.31.37 PM.png,Yellow Nail,282.2399488563362,1,0.84
Yellow Nail\Screenshot 2025-10-10 at 3.31.51 PM.png,Yellow Nail,541.6734318246622,9,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.31.54 PM.png,Yellow Nail,547.5839185228742,9,2.8846153846153846
Yellow Nail\Screenshot 2025-10-10 at 3.32.08 PM.png,Yellow Nail,515.5041818782689,2,2.111111111111111
Yellow Nail\Screenshot 2025-10-10 at 3.32.11 PM.png,Yellow Nail,560.3479426277081,2,1.5444444444444445
Yellow Nail\Screenshot 2025-10-10 at 3.32.29 PM.png,Yellow Nail,631.2917165296453,1,1.2096774193548387
Yellow Nail\Screenshot 2025-10-10 at 3.32.32 PM.png,Yellow Nail,636.3818331771587,2,1.0962962962962963
Yellow Nail\Screenshot 2025-10-10 at 3.32.37 PM.png,Yellow Nail,802.4822549081849,2,1.728395061728395
Yellow Nail\Screenshot 2025-10-10 at 3.32.45 PM.png,Yellow Nail,792.9672738186896,2,1.2232142857142858
Yellow Nail\Screenshot 2025-10-10 at 3.32.49 PM.png,Yellow Nail,683.1666532256113,2,1.233644859813084
Yellow Nail\Screenshot 2025-10-10 at 3.33.37 PM.png,Yellow Nail,375.4763588492211,1,0.98
Yellow Nail\Screenshot 2025-10-10 at 3.33.41 PM.png,Yellow Nail,471.05553833649714,1,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.33.59 PM.png,Yellow Nail,455.0153880824221,1,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.34.02 PM.png,Yellow Nail,339.58474601207945,3,0.8933333333333333
Yellow Nail\Screenshot 2025-10-10 at 3.34.23 PM.png,Yellow Nail,285.5649640336192,2,1.0
Yellow Nail\Screenshot 2025-10-10 at 3.34.27 PM.png,Yellow Nail,313.0733041390159,3,1.0
